Date,Time ofgreatest eclipse(Terrestrial Time),Saros,Type,Gamma,Magnitude,Centralduration(min:s),Location,Path width,Path width,Geographical area,Chart,Ref(s)
Date,Time ofgreatest eclipse(Terrestrial Time),Saros,Type,Gamma,Magnitude,Centralduration(min:s),Location,km,mi,Geographical area,Chart,Ref(s)
"November 4, 2078",16:55:44,144,Annular,−0.2285,0.9255,8:29,27°48′S 83°18′W﻿ / ﻿27.8°S 83.3°W﻿ / -27.8; -83.3,287,178,"Annular: Chile, Argentina, Tristan da CunhaPartial: Eastern Oceania, Mexico, Southwestern United States, Central America, South America, Antarctica",,[a][12]
"May 1, 2079",10:50:13,149,Total,0.9081,1.0512,2:55,66°12′N 46°18′W﻿ / ﻿66.2°N 46.3°W﻿ / 66.2; -46.3,406,252,"Total: Maryland, Delaware, Pennsylvania, New Jersey, New York, Connecticut, Massachusetts, Rhode Island, Vermont, New Hampshire, Maine Eastern Canada, GreenlandPartial: Eastern North America, Eastern Caribbean, Northwest Africa, Europe, Russia",,[a][12]
"October 24, 2079",18:11:21,154,Annular,−0.9243,0.9484,3:39,63°24′S 160°36′W﻿ / ﻿63.4°S 160.6°W﻿ / -63.4; -160.6,495,308,"Annular: New Zealand, AntarcticaPartial: Oceania, Antarctica, Southern South America",,[a][12]
"March 21, 2080",12:20:15,121,Partial,−1.0578,0.8734,—,60°54′S 85°54′E﻿ / ﻿60.9°S 85.9°E﻿ / -60.9; 85.9,—,—,"Partial: Antarctica, Southern Africa",,[a][12]
"September 13, 2080",16:38:09,126,Partial,1.0723,0.8743,—,61°06′N 25°48′E﻿ / ﻿61.1°N 25.8°E﻿ / 61.1; 25.8,—,—,"Partial: Northern North America, Europe, West Africa, North Africa",,[a][12]
"March 10, 2081",15:23:31,131,Annular,−0.3653,0.9304,7:36,22°24′S 36°42′W﻿ / ﻿22.4°S 36.7°W﻿ / -22.4; -36.7,277,172,"Annular: Chile, Argentina, Liberia, Côte d'Ivoire, Ghana, Togo, Benin, Nigeria, Cameroon, Western Central African RepublicPartial: South America, Antarctica, Africa, Southern Europe",,[a][13]
"September 3, 2081",09:07:31,136,Total,0.3378,1.072,5:33,24°36′N 53°36′E﻿ / ﻿24.6°N 53.6°E﻿ / 24.6; 53.6,247,153,"Total: France, Germany, Switzerland, Liechtenstein, Austria, Italy, Slovenia, Croatia, Hungary, Bosnia and Herzegovina, Serbia, Romania, Bulgaria, Turkey, Syria, Iraq, Bahrain, Kuwait, Western Iran, Qatar, United Arab Emirates, Eastern Saudi Arabia, Oman, Maldives, Southern IndonesiaPartial: Greenland, Europe, North Africa, Northeast Africa, the Middle East, Central Asia, South Asia, Southeast Asia",,[a][13]
"February 27, 2082",14:47:00,141,Annular,0.3361,0.9298,8:12,9°24′N 47°06′W﻿ / ﻿9.4°N 47.1°W﻿ / 9.4; -47.1,277,172,"Annular: Peru, Brazil, Suriname, French Guiana, Portugal, Spain, France, Switzerland, Italy, Southern Germany, Liechtenstein, Austria, Slovenia, Croatia, HungaryPartial: South America, Central America, Caribbean, Mexico, Southeastern United States, Eastern Canada, West Africa, North Africa, Greenland, Europe",,[a][13]
"August 24, 2082",01:16:21,146,Total,−0.4004,1.0452,4:01,10°18′S 151°48′E﻿ / ﻿10.3°S 151.8°E﻿ / -10.3; 151.8,163,101,"Total: Indonesia, Malaysia, Brunei, Papua New GuineaPartial: Southeast Asia, Australia, Oceania, Antarctica",,[a][13]
"February 16, 2083",18:06:36,151,Partial,1.017,0.9433,—,61°36′N 154°06′W﻿ / ﻿61.6°N 154.1°W﻿ / 61.6; -154.1,—,—,"Partial: Hawaii, North America",,[a][13]
"July 15, 2083",00:14:23,118,Partial,1.5465,0.0168,—,64°00′N 37°42′W﻿ / ﻿64.0°N 37.7°W﻿ / 64.0; -37.7,—,—,Partial: Greenland,,[a][13]
"August 13, 2083",12:34:41,156,Partial,−1.2064,0.6146,—,62°06′S 67°30′W﻿ / ﻿62.1°S 67.5°W﻿ / -62.1; -67.5,—,—,"Partial: Southern and Central South America, Antarctica",,[a][13]
"January 7, 2084",17:30:23,123,Partial,−1.0715,0.8723,—,64°24′S 68°30′E﻿ / ﻿64.4°S 68.5°E﻿ / -64.4; 68.5,—,—,"Partial: Antarctica, Extreme Southern South America",,[a][13]
"July 3, 2084",01:50:26,128,Annular,0.8208,0.9421,4:25,75°00′N 169°06′W﻿ / ﻿75.0°N 169.1°W﻿ / 75.0; -169.1,377,234,"Annular: Russia, Alaska, Western Canada, Washington, Oregon, Idaho, California, Nevada, Utah, WyomingPartial: Scandinavia, East Asia, Russia, Hawaii, Western North America",,[a][13]
"December 27, 2084",09:13:48,133,Total,−0.4094,1.0396,3:04,47°18′S 47°42′E﻿ / ﻿47.3°S 47.7°E﻿ / -47.3; 47.7,146,91,"Total: Crozet IslandsPartial: Southern Africa, Antarctica, Australia",,[a][13]
"June 22, 2085",03:21:16,138,Annular,0.0452,0.9704,3:29,26°12′N 131°18′E﻿ / ﻿26.2°N 131.3°E﻿ / 26.2; 131.3,106,66,"Annular: India, Myanmar, China, Ryukyu Islands, Marshall Islands, KiribatiPartial: South Asia, Southeast Asia, East Asia, Oceania, Hawaii",,[a][13]
"December 16, 2085",22:37:48,143,Annular,0.2786,0.9971,0:19,7°18′S 160°48′W﻿ / ﻿7.3°S 160.8°W﻿ / -7.3; -160.8,10,6.2,"Annular: Micronesia, Southwestern MexicoPartial: Northern Australia, Oceania, Hawaii, Western North America",,[a][13]
"June 11, 2086",11:07:14,148,Total,−0.7215,1.0174,1:48,23°12′S 12°30′E﻿ / ﻿23.2°S 12.5°E﻿ / -23.2; 12.5,86,53,"Total: Namibia, Botswana, South AfricaPartial: Eastern Brazil, Southern Africa, Central Africa",,[a][13]
"December 6, 2086",05:38:55,153,Partial,1.0194,0.9271,—,67°24′N 96°12′E﻿ / ﻿67.4°N 96.2°E﻿ / 67.4; 96.2,—,—,Partial: Asia,,[a][13]
"May 2, 2087",18:04:42,120,Partial,1.1139,0.8011,—,70°18′N 127°36′E﻿ / ﻿70.3°N 127.6°E﻿ / 70.3; 127.6,—,—,"Partial: Eastern Russia, Northern North America, Northern Europe",,[a][13]
"June 1, 2087",01:27:14,158,Partial,−1.4186,0.2146,—,67°48′S 165°24′E﻿ / ﻿67.8°S 165.4°E﻿ / -67.8; 165.4,—,—,Partial: New Zealand,,[a][13]
"October 26, 2087",11:46:57,125,Partial,−1.2882,0.4696,—,71°00′S 130°30′W﻿ / ﻿71.0°S 130.5°W﻿ / -71.0; -130.5,—,—,"Partial: Southern South America, Antarctica",,[a][13]
"April 21, 2088",10:31:49,130,Total,0.4135,1.0474,3:58,36°00′N 15°06′E﻿ / ﻿36.0°N 15.1°E﻿ / 36.0; 15.1,173,107,"Total: Cape Verde, Mauritania, Western Sahara, Northern Mali, Algeria, Tunisia, Malta, Southern Italy, Greece, Turkey, Georgia, Southern Russia, Kazakhstan, Uzbekistan, Kyrgyzstan, Western ChinaPartial: Eastern Canada, Greenland, Europe, West Africa, North Africa, Middle East, Central Asia, South Asia, Southeast Asia",,[a][13]
"October 14, 2088",14:48:05,135,Annular,−0.5349,0.9727,2:38,39°42′S 56°00′W﻿ / ﻿39.7°S 56.0°W﻿ / -39.7; -56.0,115,71,"Annular: Chile, ArgentinaPartial: South America, Antarctica, Southern Africa",,[a][13]
"April 10, 2089",22:44:42,140,Annular,−0.3319,0.9919,0:53,10°12′S 154°48′W﻿ / ﻿10.2°S 154.8°W﻿ / -10.2; -154.8,30,19,"Annular: Southeastern Australia, Tonga, NiuePartial: Australia, Oceania, Antarctica, Mexico, Central America",,[a][13]
"October 4, 2089",01:15:23,145,Total,0.2167,1.0333,3:14,7°24′N 162°48′E﻿ / ﻿7.4°N 162.8°E﻿ / 7.4; 162.8,115,71,"Total: China, Ryukyu Islands, Northern Mariana Islands, KiribatiPartial: East Asia, Southeast Asia, Oceania, Hawaii",,[a][13]
"March 31, 2090",03:38:08,150,Partial,−1.1028,0.7843,—,72°06′S 156°18′W﻿ / ﻿72.1°S 156.3°W﻿ / -72.1; -156.3,—,—,"Partial: Antarctica, Southeastern Australia, Oceania",,[a][13]
"September 23, 2090",16:56:36,155,Total,0.9157,1.0562,3:36,60°42′N 40°30′W﻿ / ﻿60.7°N 40.5°W﻿ / 60.7; -40.5,463,288,"Total: Northern Canada, Greenland, Southern Ireland, Southern United Kingdom, France, BelgiumPartial: North America, Western Europe, West Africa",,[a][13]
"February 18, 2091",09:54:40,122,Partial,1.1779,0.6558,—,71°12′N 17°48′W﻿ / ﻿71.2°N 17.8°W﻿ / 71.2; -17.8,—,—,"Partial: Europe, North Africa, Central Asia",,[a][14]
"August 15, 2091",00:34:43,127,Total,−0.949,1.0216,1:38,55°36′S 150°30′E﻿ / ﻿55.6°S 150.5°E﻿ / -55.6; 150.5,236,147,"Total: NonePartial: Australia, Oceania, Antarctica",,[a][14]
"February 7, 2092",15:10:20,132,Annular,0.4322,0.984,1:48,9°54′N 48°42′W﻿ / ﻿9.9°N 48.7°W﻿ / 9.9; -48.7,62,39,"Annular: Panama, Colombia, Venezuela, Guyana, Canary Islands, Morocco, Algeria, TunisiaPartial: North America, Central America, Caribbean, Northern South America, West Africa, Northwest Africa, Western Europe",,[a][14]
"August 3, 2092",09:59:33,137,Annular,−0.2044,0.9794,2:31,5°36′N 30°18′E﻿ / ﻿5.6°N 30.3°E﻿ / 5.6; 30.3,75,47,"Annular: Liberia, Côte d'Ivoire, Ghana, Togo, Benin, Nigeria, Cameroon, Chad, Central African Republic, South Sudan, Uganda, Kenya, Somalia, SeychellesPartial: Eastern Brazil, Africa, Southern Europe, Middle East, South Asia",,[a][14]
"January 27, 2093",03:22:16,142,Total,−0.2737,1.034,2:58,34°06′S 136°24′E﻿ / ﻿34.1°S 136.4°E﻿ / -34.1; 136.4,119,74,"Total: AustraliaPartial: Indies, Australia, Antarctica, New Zealand",,[a][14]
"July 23, 2093",12:32:04,147,Annular,0.5717,0.9463,5:11,54°36′N 1°18′E﻿ / ﻿54.6°N 1.3°E﻿ / 54.6; 1.3,241,150,"Annular: Illinois, Indiana, Ohio, Michigan, Pennsylvania, New York, Vermont, New Hampshire, Maine, Southeastern Canada, Ireland, United Kingdom, Netherlands, Germany, Czech Republic, Poland, Slovakia, Hungary, Ukraine, Romania, Moldova, Turkey, Iraq, Iran, Pakistan, Western IndiaPartial: Eastern North America, Caribbean, Europe, North Africa, Central Asia, North Asia, South Asia",,[a][14]
"January 16, 2094",18:59:03,152,Total,−0.9333,1.0342,1:51,84°48′S 10°36′W﻿ / ﻿84.8°S 10.6°W﻿ / -84.8; -10.6,329,204,"Total: AntarcticaPartial: South America, Antarctica, New Zealand",,[a][14]
"June 13, 2094",00:22:11,119,Partial,−1.4613,0.1618,—,65°18′S 163°36′W﻿ / ﻿65.3°S 163.6°W﻿ / -65.3; -163.6,—,—,Partial: None,,[a][14]
"July 12, 2094",13:24:35,157,Partial,1.3150,0.4224,—,68°00′N 152°48′E﻿ / ﻿68.0°N 152.8°E﻿ / 68.0; 152.8,—,—,"Partial: Northern North America, Scandinavia, Russia",,[a][14]
"December 7, 2094",20:05:56,124,Partial,1.1547,0.7046,—,64°42′N 95°00′W﻿ / ﻿64.7°N 95.0°W﻿ / 64.7; -95.0,—,—,Partial: North America,,[a][14]
"June 2, 2095",10:07:40,129,Total,−0.6396,1.0332,3:18,16°42′S 37°12′E﻿ / ﻿16.7°S 37.2°E﻿ / -16.7; 37.2,145,90,"Total: South Africa, Namibia, Botswana, Zimbabwe, Mozambique, Southern Malawi, MadagascarPartial: Southern Africa, Central Africa, East Africa, Southern Middle East, Southern India",,[a][14]
"November 27, 2095",01:02:57,134,Annular,0.4903,0.933,8:47,7°12′N 169°48′E﻿ / ﻿7.2°N 169.8°E﻿ / 7.2; 169.8,285,177,"Annular: Northeastern China, North Korea, South Korea, Japan, Marshall Islands, KiribatiPartial: East Asia, Southeast Asia, Oceania, Hawaii, Southwestern Alaska",,[a][14]
"May 22, 2096",01:37:14,139,Total,0.1196,1.0737,6:07,27°18′N 153°24′E﻿ / ﻿27.3°N 153.4°E﻿ / 27.3; 153.4,241,150,"Total: Indonesia, PhilippinesPartial: Southeast Asia, East Asia, Northern Australia, Hawaii, Northwestern North America",,[a][14]
"November 15, 2096",00:36:15,144,Annular,−0.20,0.9237,8:53,29°42′S 163°18′E﻿ / ﻿29.7°S 163.3°E﻿ / -29.7; 163.3,294,183,"Annular: Malaysia, Brunei, Indonesia, Papua New Guinea, Northeastern Australia, New ZealandPartial: Southeast Asia, Australia, Oceania, Antarctica",,[a][14]
"May 11, 2097",18:34:31,149,Total,0.8516,1.0538,3:10,67°24′N 149°30′W﻿ / ﻿67.4°N 149.5°W﻿ / 67.4; -149.5,339,211,"Total: Alaska, Svalbard, Eastern Norway, Northwestern RussiaPartial: Hawaii, Northern Russia, Canada, Northwestern United States, Greenland, Northern Europe",,[a][14]
"November 4, 2097",02:01:25,154,Annular,−0.8926,0.9494,3:36,65°48′S 86°48′E﻿ / ﻿65.8°S 86.8°E﻿ / -65.8; 86.8,411,255,"Annular: AntarcticaPartial: Southwestern Australia, Antarctica",,[a][14]
"April 1, 2098",20:02:31,121,Partial,−1.1005,0.7984,—,61°00′S 38°06′W﻿ / ﻿61.0°S 38.1°W﻿ / -61.0; -38.1,—,—,"Partial: Antarctica, Southern and Central South America",,[a][14]
"September 25, 2098",00:31:16,126,Partial,1.14,0.7871,—,61°06′N 101°00′W﻿ / ﻿61.1°N 101.0°W﻿ / 61.1; -101.0,—,—,"Partial: Russian Far East, Hawaii, Western North America",,[a][14]
"October 24, 2098",10:36:11,164,Partial,−1.5407,0.0056,—,61°48′S 95°30′W﻿ / ﻿61.8°S 95.5°W﻿ / -61.8; -95.5,—,—,Partial: None,,[a][14]
"March 21, 2099",22:54:32,131,Annular,−0.4016,0.93,7:32,20°00′S 149°00′W﻿ / ﻿20.0°S 149.0°W﻿ / -20.0; -149.0,275,171,"Annular: Auckland Islands, Chatham Island, French PolynesiaPartial: Eastern Australia, Oceania, Antarctica, Hawaii, Mexico, Central America, Southwestern United States",,[a][14]
"September 14, 2099",16:57:53,136,Total,0.3942,1.0684,5:18,23°24′N 62°48′W﻿ / ﻿23.4°N 62.8°W﻿ / 23.4; -62.8,241,150,"Total: Southwestern Canada, Montana, North Dakota, South Dakota, Minnesota, Wisconsin, Illinois, Indiana, Michigan, Ohio, Pennsylvania, West Virginia, Maryland, Virginia, North CarolinaPartial: North America, Central America, Caribbean, Northern South America, Iberian Peninsula, West Africa",,[a][14]
"March 10, 2100",22:28:11,141,Annular,0.3077,0.9338,7:29,12°00′N 162°24′W﻿ / ﻿12.0°N 162.4°W﻿ / 12.0; -162.4,257,160,"Annular: Northeastern Australia, Papua New Guinea, Solomon Islands, Tuvalu, Hawaii, California, Oregon, Nevada, Idaho, Montana, Wyoming, North Dakota, South Dakota, MinnesotaPartial: Australia, Oceania, North America",,[a][14]
"September 4, 2100",08:49:20,146,Total,−0.3384,1.0402,3:32,10°30′S 39°00′E﻿ / ﻿10.5°S 39.0°E﻿ / -10.5; 39.0,142,88,"Total: Sierra Leone, Guinea, Côte d'Ivoire, Ghana, Togo, Benin, Nigeria, Cameroon, Central African Republic, Democratic Republic of the Congo, Rwanda, Uganda, Burundi, Tanzania, Mozambique, MadagascarPartial: Africa, Southern Europe, Middle East, Antarctica",,[a][14]
