Date,Time ofgreatest eclipse(Terrestrial Time),Saros,Type,Gamma,Magnitude,Centralduration(min:s),Location,Path width...9,Path width...10,Geographical area
2046-02-05,23:06:26,141,Annular,0.3765,0.9232,9:42,4°48′N 171°24′W﻿ / ﻿4.8°N 171.4°W﻿ / 4.8; -171.4,310,190,"Annular: Eastern Indonesia, Papua New Guinea, Solomon Islands, Kiribati, Hawaii, California, Oregon, Nevada, IdahoPartial: Indonesia, Philippines, Japan, Australia, Oceania, Western North America"
2046-08-02,10:21:13,146,Total,−0.535,1.0531,4:51,12°42′S 15°12′E﻿ / ﻿12.7°S 15.2°E﻿ / -12.7; 15.2,206,128,"Total: Eastern Brazil, Angola, Namibian Panhandle, Botswana, South Africa, Eswatini, Southern Mozambique, Kerguelen IslandsPartial: Eastern South America, Africa, East Antarctica"
2047-01-26,01:33:18,151,Partial,1.045,0.8907,—,62°54′N 111°42′E﻿ / ﻿62.9°N 111.7°E﻿ / 62.9; 111.7,—,—,"Partial: East Asia, Southeast Asia, Southwestern Alaska"
2047-06-23,10:52:31,118,Partial,1.3766,0.3129,—,65°48′N 178°00′W﻿ / ﻿65.8°N 178.0°W﻿ / 65.8; -178.0,—,—,"Partial: Northern Canada, Northern Alaska, Northern Greenland, Northeast Asia"
2047-07-22,22:36:17,156,Partial,−1.3477,0.3604,—,63°24′S 160°12′E﻿ / ﻿63.4°S 160.2°E﻿ / -63.4; 160.2,—,—,"Partial: Southeastern Australia, New Zealand"
2047-12-16,23:50:12,123,Partial,−1.0661,0.8816,—,66°24′S 6°36′W﻿ / ﻿66.4°S 6.6°W﻿ / -66.4; -6.6,—,—,"Partial: Antarctica, Southern Chile and Argentina"
2048-06-11,12:58:53,128,Annular,0.6468,0.9441,4:58,63°42′N 11°30′W﻿ / ﻿63.7°N 11.5°W﻿ / 63.7; -11.5,272,169,"Annular: Colorado, Kansas, Nebraska, Missouri, Iowa, Minnesota, Illinois, Wisconsin, Michigan, Eastern Canada, Greenland, Iceland, Faroe Islands, Norway, Sweden, Estonia, Latvia, Lithuania, Belarus, Western Russia, Ukraine, Kazakhstan, Uzbekistan, Turkmenistan, Tajikistan, Afghanistan, PakistanPartial: North America, Central America, Caribbean, Europe, North Africa, Middle East, Central Asia"
2048-12-05,15:35:27,133,Total,−0.3973,1.044,3:28,46°06′S 56°24′W﻿ / ﻿46.1°S 56.4°W﻿ / -46.1; -56.4,160,99,"Total: Chile, Argentina, Namibia, BotswanaPartial: Southern and Central South America, Antarctica, Southern Africa"
2049-05-31,13:59:59,138,Annular,−0.1187,0.9631,4:45,15°18′N 29°54′W﻿ / ﻿15.3°N 29.9°W﻿ / 15.3; -29.9,134,83,"Annular: Peru, Ecuador, Colombia, Brazil, Venezuela, Guyana, Suriname, Cape Verde, Senegal, Gambia, Mali, Guinea, Burkina Faso, Côte d'Ivoire, Ghana, Togo, Benin, Nigeria, Cameroon, Congo, Democratic Republic of the Congo, Burundi, TanzaniaPartial: Central America, Caribbean, Northern and Central South America, Southeastern United States, Africa, Southern Europe, Middle East"
2049-11-25,05:33:48,143,Hybrid,0.2943,1.0057,0:38,3°48′S 95°12′E﻿ / ﻿3.8°S 95.2°E﻿ / -3.8; 95.2,21,13,"Total: IndonesiaAnnular: Saudi Arabia, Yemen, MicronesiaPartial: East Africa, Middle East, Central Asia, South Asia, Southeast Asia, Australia"
2050-05-20,20:42:50,148,Hybrid,−0.8688,1.0038,0:21,40°06′S 123°42′W﻿ / ﻿40.1°S 123.7°W﻿ / -40.1; -123.7,27,17,"Hybrid: NonePartial: New Zealand, Eastern Oceania, Western South America"
2050-11-14,13:30:53,153,Partial,1.0447,0.8874,—,69°30′N 1°00′E﻿ / ﻿69.5°N 1.0°E﻿ / 69.5; 1.0,—,—,"Partial: Northeastern United States, Eastern Canada, Greenland, Europe, West Africa, North Africa"
2051-04-11,02:10:39,120,Partial,1.0169,0.9849,—,71°36′N 32°12′E﻿ / ﻿71.6°N 32.2°E﻿ / 71.6; 32.2,—,—,"Partial: Asia, Alaska, Western Canada"
2051-10-04,21:02:14,125,Partial,−1.2094,0.6024,—,72°00′S 117°42′E﻿ / ﻿72.0°S 117.7°E﻿ / -72.0; 117.7,—,—,"Partial: Southeastern Australia, New Zealand, Antarctica"
2052-03-30,18:31:53,130,Total,0.3238,1.0466,4:08,22°24′N 102°30′W﻿ / ﻿22.4°N 102.5°W﻿ / 22.4; -102.5,164,102,"Total: Central Mexico, Southern Texas, Louisiana, Alabama, Florida, Georgia, South CarolinaPartial: Hawaii, North America, Central America, Caribbean, Northern South America"
2052-09-22,23:39:10,135,Annular,−0.448,0.9734,2:51,25°42′S 175°00′E﻿ / ﻿25.7°S 175.0°E﻿ / -25.7; 175.0,106,66,"Annular: Southern Indonesia, East Timor, Northern Queensland, New CaledoniaPartial: Australia, Indonesia, Philippines, Oceania, Antarctica"
2053-03-20,07:08:19,140,Annular,−0.4089,0.9919,0:50,23°00′S 83°00′E﻿ / ﻿23.0°S 83.0°E﻿ / -23.0; 83.0,31,19,"Annular: Southern IndonesiaPartial: Southern Africa, Southeast Asia, Australia, Antarctica"
2053-09-12,09:34:09,145,Total,0.314,1.0328,3:04,21°30′N 41°42′E﻿ / ﻿21.5°N 41.7°E﻿ / 21.5; 41.7,116,72,"Total: Spain, Morocco, Algeria, Tunisia, Libya, Egypt, Saudi Arabia, Yemen, Maldives, Western IndonesiaPartial: North and Central Africa, Europe, Middle East, Central Asia, South Asia, Southeast Asia"
2054-03-09,12:33:40,150,Partial,−1.1711,0.6678,—,72°00′S 97°54′E﻿ / ﻿72.0°S 97.9°E﻿ / -72.0; 97.9,—,—,"Partial: Antarctica, South Africa, Southern Madagascar"
2054-08-03,18:04:02,117,Partial,−1.4941,0.0655,—,69°48′S 121°18′W﻿ / ﻿69.8°S 121.3°W﻿ / -69.8; -121.3,—,—,Partial: Antarctica
2054-09-02,01:09:34,155,Partial,1.0215,0.9793,—,71°42′N 82°18′W﻿ / ﻿71.7°N 82.3°W﻿ / 71.7; -82.3,—,—,"Partial: Northeast Asia, Alaska, Western Canada, Western United States"
2055-01-27,17:54:05,122,Partial,1.155,0.6932,—,69°30′N 112°12′W﻿ / ﻿69.5°N 112.2°W﻿ / 69.5; -112.2,—,—,Partial: North America
